,상호명,상권업종대분류명,상권업종중분류명,상권업종소분류명,표준산업분류코드,표준산업분류명,도로명,경도,위도
10357,CU석모도민머루점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 강화군 삼산면 어류정길212번길,126.333653210088,37.6514022190005
10403,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 계양구 효서로,126.741194411465,37.5284841633548
10460,이마트,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 중구 마시란로,126.416664323189,37.4323161286656
10525,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 계양구 하느재로6번길,126.726601336195,37.5450327121385
10610,CU인천관교점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 문화로,126.696857758962,37.4424954733749
10620,초원마트,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 중구 을왕로,126.371841747688,37.4490424114467
10666,씨유가좌공단2호,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 가정로37번길,126.667066076257,37.4878904998703
10685,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 호구포로810번길,126.722601942485,37.4543728929315
10703,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 중봉대로,126.650249533224,37.5338769257195
10753,세븐일레븐인천남동구청역점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 인주대로,126.735888986666,37.4479291835657
10762,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 연수구 원인재로,126.678280237815,37.4064729420497
10782,CU테크,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 서판로,126.727404774619,37.4637504425036
10789,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 연수구 송도문화로84번길,126.66045483401,37.3742042834778
10830,GS25주안타운,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 경인로425번길,126.687567758667,37.4587194119396
10844,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 연수구 랜드마크로,126.625029438527,37.4142001684343
10899,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 옹진군 대청면 대청로,124.703499416275,37.8330785524654
10955,GS25임학서로점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 계양구 임학서로,126.732580196729,37.545466462558
10978,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 석정로565번길,126.697809489503,37.4671222278303
10979,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 검단천로,126.614736347739,37.5924277940094
10980,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 문화로133번길,126.699108484049,37.4515216173052
10989,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 계양구 계양산로,126.72136959443,37.547237740855
11028,이마트,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 중구 영종대로,126.49172051538,37.4948279611837
11233,위드미,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 앵고개로934번길,126.735037326327,37.4011649789583
11253,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 제물량로24번길,126.641622799344,37.4611285186991
11256,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 경인로,126.65799610509,37.4664785106213
11260,씨유인천주안,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 인주대로330번길,126.673144486864,37.4510797676983
11277,U마트,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 봉수대로,126.663112811911,37.5789119015281
11388,디씨마트,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 계양구 효서로,126.72351575158,37.5282223084777
11433,개그스토리,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 선수촌공원로17번길,126.709632727938,37.4402118546489
11481,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 선수촌공원로,126.714908633888,37.4482164923279
11494,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 청마로51번안길,126.670739191013,37.5918735098203
11516,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 중구 연안부두로53번길,126.604429318292,37.4529192391605
11525,GS25캠퍼스타운점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 연수구 송도과학로27번길,126.66511116665,37.38922324444
11553,미니스톱,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 계양구 계양대로205번길,126.721683709346,37.5407717916312
11660,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 장천로14번길,126.646454848538,37.4589404073399
11674,씨유관교중앙,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 인하로406번길,126.691303501961,37.4454165264726
11684,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 체육관로,126.736128221494,37.5082289845608
11706,세븐영흥로드점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 옹진군 영흥면 영흥북로35번길,126.497987421664,37.261497215649
11762,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 연수구 컨벤시아대로130번길,126.642568703753,37.3962559997798
11777,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 계양구 계산새로,126.738486035691,37.5381503105844
11834,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 계양구 길마로,126.71297081471,37.5335320225838
11946,서해편의점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 중구 선녀바위로55번길,126.378517259124,37.4413495440037
11947,에스제이편의점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 중구 대무의로,126.434036188105,37.3750628596194
11948,블루오션편의점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 연수구 지식기반로,126.654409771345,37.3567725483349
11952,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 장제로92번길,126.731797608333,37.4934416980246
11976,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 구월로,126.710427240217,37.4564662178874
12088,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 연수구 인천타워대로,126.633183263763,37.3937961658159
12089,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 선수촌공원로,126.709627308535,37.439869401109
12126,탑포인트갈산5호지점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 주부토로146번길,126.726394398299,37.5079622401779
12216,썬마트,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 석촌로36번길,126.711452812174,37.4632261584215
12299,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 아암대로29번길,126.637826489905,37.4566787873466
12360,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 백범로578번길,126.691579300223,37.4762889738859
12387,위드미송도지식정보단지역점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 연수구 인천타워대로54번길,126.645620813578,37.3785225062537
12403,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 연수구 용담로85번길,126.675290650439,37.4171708513546
12843,코리아세븐인천송림오거리점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 동구 샛골로,126.644665873784,37.4753906870675
12973,show,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 연수구 독배로,126.644951503625,37.4251074708267
12989,코레일유통동인천역맞이방스토리웨이편의점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 중구 참외전로,126.633169034081,37.474104925758
13110,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 경인북길357번길,126.667086171568,37.4568412644562
13140,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 계양구 계양대로,126.72291868582,37.5426682958371
13171,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 연수구 원인재로,126.694207265789,37.4194356945957
13203,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 명가골로,126.673215793883,37.5122603909105
13252,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 원적로269번길,126.694118125839,37.5057987296612
13262,세븐일레븐강화외포리점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 강화군 내가면 해안서로,126.381679523634,37.7013810493501
13316,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 계양구 효서로,126.738229489032,37.5278578427471
13327,365플러스편의점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 염창로,126.677221241384,37.4660195315174
13355,베스트올,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 원당대로,126.695078342779,37.5941363744606
13451,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 남동동로77번길,126.692871152205,37.3929573483776
13466,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 낙섬동로,126.638661360422,37.4467860963408
13516,이마트,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 계양구 하느재로5번길,126.724764564448,37.543913639108
13532,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 옹진군 영흥면 영흥로,126.45473134436,37.2692660444137
13533,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 건지로,126.684395466213,37.4952569455385
13613,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 원당대로,126.696439412142,37.5940072536966
13677,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 구월로372번길,126.73102108072,37.4504269518078
13794,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 중구 축항대로296번길,126.625658865669,37.4446533342452
13795,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 연수구 한나루로105번길,126.650803076222,37.4257781013336
13909,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 중구 공항동로193번길,126.466406913697,37.4635884487543
13915,미니스톱,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 중구 제2터미널대로,126.432188550756,37.4702212449086
13935,이마트,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 강화군 강화읍 남문로,126.488024560476,37.7402554253322
13964,굿데이,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 장제로,126.729833270066,37.4952496873502
14010,gs25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 하촌로59번길,126.730196498925,37.4537429245514
14029,세븐일레븐검단한울점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 완정로188번2길,126.656616487645,37.6046250698352
14050,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 중구 신도시남로149번길,126.488402210424,37.4945152401567
